,,,,,,,,,,Sentiment Scores,,,,
Reuters,Philip Pullella,"Pope appeals to U.S. and Iran to pursue dialogue, self-restraint",Pope Francis on Thursday urged the United States and Iran to avoid escalation and pursue dialogue and self restraint to avert a wider conflict in the Middle East,Neutral,-2,,,,,,,,,
Reuters,Steve Holland,Trump uses campaign rally to trumpet Soleimani killing as 'justice',President Donald Trump made the killing of Iranian general Qassem Soleimani a theme of his re election campaign on Thursday drawing cheers from thousands at a rally when he said the death saved lives and delivered American justice ,Neutral,-3,,,,,,,,,
Reuters,Jeff Mason,Trump avoids escalating crisis after Iranian missile attacks,President Donald Trump on Wednesday abandone d days of angry rhetoric and suggested Iran was standing down after it launched missiles at US forces in Iraq overnight as both sides looked to defuse a crisis over the US killing of an Iranian general,Neutral,-4,,,,,,,,,
Reuters,David Shepardson,Trump says U.S. would hit 52 Iranian sites if American targets attacked,President Donald Trump said on Saturday the United States has targeted five two Iranian sites that it would strike if Iran attacks Americans or US assets in response to a US drone strike that killed Iranian military commander Qassem Soleimani in Iraq,Neutral,-4,,,,,,,,,
Reuters,David Shepardson,Trump says U.S. would hit 52 Iranian sites if Iran attacks American targets,President Donald Trump said on Saturday the United States has targeted five two Iranian sites that it would strike if Iran attacks any Americans or any US assets in response to Fridays US drone strike that killed Iranian military commander Qassem Soleimani in ,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,"Trump says watching Iran protests 'closely,' is 'inspired' by Iranians' courage",President Donald Trump said on Twitter that his administration is closely following protests that erupted in Iran after that countrys government admitted its forces shot down a civilian Ukrainian airliner by mistake,Neutral,-2,,,,,,,,,
Reuters,Jeff Mason,Trump says U.S. does not have to use military against Iran,President Donald Trump said on Wednesday the United States did not necessarily have to use its military power against Iran in an apparent attempt to defuse a crisis over the American killing of Iranian military commander Qassem Soleimani,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Turkish military units moving to Libya, Erdogan says",President Tayyip Erdogan said on Sunday that Turkish military units had started moving to Libya to support Fayez al Serrajs internationally recognized Government of National Accord GNA based in Tripoli,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Netanyahu says anyone attacking Israel will be dealt 'strongest blow',Prime Minister Benjamin Netanyahu said on Wednesday after an Iranian missile strike on US led forces in Iraq that Israel would hit back hard against anyone who attacked his country,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Let's get Brexit done and end division in 2020, Johnson tells Britons",Prime Minister Boris Johnson said he would bring his divided nation back together next year when Britain leaves the European Union telling Britons they were set for a fantastic year and a remarkable decade ,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,British PM says UK will not mourn Soleimani but urges restraint,Prime Minister Boris Johnson said on Sunday that Britain would not lament Iranian Revolutionary Guard commander Qassem Soleimani killed by a US drone strike in Iraq on Friday but called for restraint in the response to his death,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,"Britain committed to Iranian nuclear deal, says PM Johnson's spokesman",Prime Minister Boris Johnson underlined Britains continued commitment to the Iranian nuclear deal on Thursday in a call with the countrys president Hassan Rouhani Johnsons spokesman said on Thursday,Neutral,-1,,,,,,,,,
Reuters,Elizabeth Piper,UK on track for Jan. 31 Brexit as PM Johnson wins vote on deal,Prime Minister Boris Johnson won approval for his Brexit deal in parliament on Friday the first step toward fulfilling his election pledge to deliver Britains departure from the European Union by Jan three one after his landslide victory,Neutral,-1,,,,,,,,,
Reuters,Ahmed Rasheed,Protesters demonstrate at U.S. embassy in Iraq in new test for Trump,Protesters angry about US air strikes on Iraq hurled stone s and torched a security post at the US Embassy in Baghdad on Tuesday setting off a confrontation with guards and posing a new challenge for US President Donald Trump,Neutral,-4,,,,,,,,,
Reuters,Ahmed Rasheed,Protesters burn security post at U.S. Embassy in Iraq in new foreign policy test for Trump,Protesters angry about US air strikes on Iraq hurled stone s and torched a security post at the US Embassy in Baghdad on Tuesday setting off a confrontation with guards and posing a new challenge for US President Donald Trump,Neutral,-4,,,,,,,,,
Reuters,Parisa Hafezi,Protests erupt again in Iran after military admits it hit plane,Protesters piled pressure on Irans leadership on Sunday with demands for top authorities to quit after the Iranian military admitted it had mistakenly shot down a Ukrainian airliner at a time when it had feared US strikes,Neutral,-3,,,,,,,,,
Reuters,Babak Dehghanpisheh,Iran protesters take to the streets in third day of demos over plane,Protesters took to the streets of Iran for a third day on Monday expressing outrage over the authorities admission that they had shot down a passenger plane by accident during a confrontation with the United States,Neutral,-3,,,,,,,,,
Reuters,Parisa Hafezi,'Our enemy is here': Iran protesters demand that leaders quit after plane downed,Protests erupted across Iran for a second day on Sunday increasing pressure on the Islamic Republics leadership after it admitted its military shot down a Ukrainian airliner by accident despite days of denials that Iranian forces were to blame,Neutral,-2,,,,,,,,,
Reuters,Parisa Hafezi,'Our enemy is here': Iran protesters demand leaders quit after plane is downed,Protests erupted across Iran for a second day on Sunday piling pressure on the leadership after the military admitted it had mistakenly shot down a Ukrainian airliner at a time when Tehran feared US air strikes,Neutral,-3,,,,,,,,,
Reuters,Parisa Hafezi,Protesters demand Iran's leaders quit after military admits it hit plane,Protests erupted across Iran for a second day on Sunday piling pressure on the leadership after the military admitted it had mistakenly shot down a Ukrainian airliner at a time when Tehran had feared US air strikes,Neutral,-3,,,,,,,,,
Reuters,Sonali Paul,Australian prime minister's approval rating goes up in flames,Public support for Prime Minister Scott Morrison has slumped to its lowest levels amid widespread anger over his governments handling of Australias bushfire crisis according to a survey released by Newspoll on Monday,Neutral,-4,,,,,,,,,
Reuters,Luis Valentin Ortiz,Puerto Rico declares emergency after strongest earthquake in 102 years,Puerto Rico Governor Wanda Vazquez declared a state of emergency and activated the National Guard on Tuesday after a series of earthquakes including one of magnitude six four that was the most powerful to strike the Caribbean island in one zero two years,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,"Puerto Rico's biggest power plant could be offline for a year, executive warns",Puerto Ricos top energy executive on Thursday warned that the US territorys largest power plant could remain off line for up to a year because of earthquake damage evoking memories of lengthy power outages that followed a pair of hurricanes in two zero one seven ,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,"Soleimani planned to attack U.S. personnel in Iraq, Lebanon, Syria, elsewhere: Trump administration official",Qassem Soleimani Tehrans most prominent military commander was planning imminent attacks on US diplomats and armed forces in Iraq Lebanon Syria and elsewhere in the Middle East a senior Trump administration official said on Friday,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Soleimani planned attacks on U.S. personnel in Iraq, Lebanon, Syria: official",Qassem Soleimani Tehrans most prominent military commander who was killed in a US strike was planning imminent attacks on US diplomats and troops in Iraq Lebanon Syria and elsewhere in the Middle East a senior US official said on Friday,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,"Qatar's foreign minister, Iranian counterpart discuss events in region: state news agency",Qatars Minister of Foreign Affairs Sheikh Mohammed bin Abdulrahman Al Thani called his Iranian counterpart Mohammad Javad Zarif on Thursday and discussed the latest developments in the region especially in Iraq as well as ways to reduce tension the stat,Neutral,-3,,,,,,,,,
Reuters,Toby Melville,UK's Queen Elizabeth to host Meghan-Harry crisis talks,Queen Elizabeth and her heirs meet Prince Harry on Monday to thrash out a plan for him and his actress wife Meghan after they triggered a family crisis by deciding to step back from royal duties and spend more time in North America,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Royal showdown: queen to chair crisis talks over Meghan and Harry,Queen Elizabeth and her heirs will meet Prince Harry on Monday to thrash out a plan for Harry and Meghan after the couple triggered a royal crisis by announcing they would be stepping back from their duties and spending more time in North America,Neutral,-3,,,,,,,,,
Reuters,Toby Melville,Britain's royal showdown: queen hosts Meghan-Harry crisis talks,Queen Elizabeth and her heirs will meet Prince Harry on Monday to thrash out a plan for him and his actress wife Meghan after they triggered a family crisis by deciding to step back from royal duties and spend more time in North America,Neutral,-3,,,,,,,,,
Reuters,Michael Holden,UK's Queen Elizabeth calls Prince Harry for crisis meeting,Queen Elizabeth has summone d her grandson Prince Harry for a crisis meeting to discuss future arrangements for him and his wife Meghan following the couples shock announcement that they want to step back from royal duties,Neutral,-3,,,,,,,,,
Reuters,Gilles Guillaume,Renault shares fall on worries Nissan alliance doomed without Ghosn,Renault shares hit six year lows on Monday as investors worried the French automakers two zero year cost sharing alliance with Nissan is headed for a break up without Carlos Ghosn to hold it together,Neutral,-4,,,,,,,,,
Reuters,Tina Bellon,"Uber, Postmates sue to block California gig worker law, claiming it's unconstitutional",Ride hailing company Uber Technologies Inc and courier services provider Postmates Inc asked a US court to block a California labor law set to go into effect on Wednesday arguing the bill violates the US Constitution,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Federer, Nadal and Serena to play in exhibition to raise funds for bushfire relief",Roger Federer Rafael Nadal and Serena Williams are among a number of players who will feature in an exhibition match ahead of this months Australian Open to raise funds for bushfire relief efforts organisers announced on Wednesday,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,"Russia's Lavrov, Iran's Zarif discuss Soleimani killing: statement",Russias Foreign Minister Sergei Lavrov spoke with his Iranian counterpart Mohammad Javad Zarif over the phone on Friday to discuss the killing of Irans military chief Qassem Soleimani the Russian foreign ministry said in a statement,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Samsung Electronics says will unveil 'innovative devices' on February 11,Samsung Electronics said on Sunday that it will introduce new innovative devices in San Francisco on Feb one one with the electronics giant widely expected to unveil its new foldable phone and a new version of its flagships model,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Saudi Arabia condemns Turkish escalation in Libya: statement,Saudi Arabia condemns the recent Turkish escalation in Libya and the Turkish parliaments approval of a troop deployment to Libya and considers it a violation of UN Security Council decisions the foreign ministry said in a statement on the state news ag,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,King Salman discusses with Iraqi president need to de-escalate regional tensions,Saudi Arabias King Salman rang Iraqi President Berham Saleh on Saturday to discuss the importance of de escalating regional tensions the Saudi news agency reported after Iranian military commander Qassem Soleimani was killed in a US air strike,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,"Saudi minister gives Trump message from crown prince, meets UK defence minister",Saudi Arabias vice defence minister said on Tuesday he had met US President Donald Trump and later British defence minister Ben Wallace to discuss regional challenges amid height ened US Iranian tensions,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Saudi Arabia will do everything to spare Iraq the danger of war: vice minister,Saudi Arabias vice minister of defense said on Wednesday the kingdom and its leadership stand with Iraq and will do everything in their power to spare it the danger of war and conflict between external parties,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Protesters gather again in Iran, chant against authorities: Twitter posts",Scores of protesters gathered for a second day in Iran on Sunday chanting slogans against the authorities following the militarys admission it had shot down a passenger plane in error after days denying it was to blame social media posts showed,Neutral,-2,,,,,,,,,
Reuters,Gregory Scruggs,"As Amazon.com flexes its muscle, Seattle moves to curb corporate political donations",Seattle the Pacific Northwest city where home grown online retailer Amazoncom has increasingly flexed its political muscle is expected to approve on Monday legislation banning political contributions by companies with at least five percent foreign ownership,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,U.S. applauds Taiwan president re-election: Pompeo,Secretary of State Mike Pompeo on Saturday said the United States congratulated Taiwanese President Tsai Ing wen on her re election and lauded her for seeking stability with China in the face of unrelenting pressure ,Neutral,-2,,,,,,,,,
Reuters,Doina Chiacu,Pompeo defends U.S. killing of Iranian as Democrats ask 'Why now?',Secretary of State Mike Pompeo on Sunday defended President Donald Trumps decision to kill Iranian military commander Qassem Soleimani as Democratic lawmakers questione d whether the action was justified and the United States braced for retaliation,Neutral,-2,,,,,,,,,
Reuters,Richard Cowan,Senate Republicans close ranks on rules for Trump impeachment trial,Senate Majority Leader Mitch McConnell said on Tuesday he had enough support from his fellow Republicans to set the rules for President Donald Trumps impeachment trial dealing a blow to Democrats efforts to call new witnesses against the president,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Israeli education minister implies homosexuality is unnatural,Several Israeli school districts held impromptu tolerance classes on Sunday after the countrys education minister an Orthodox rabbi angered LGBT campaigners by implying homosexuality was unnatural,Neutral,-4,,,,,,,,,
Reuters,James Oliphant,"With pressure on in Iowa, Democratic debate carries higher stakes",six Democratic presidential contenders on Tuesday face perhaps the most pressure packed debate yet with voters in Iowa set to kick off the two zero two zero nominating contest in just weeks,Neutral,-2,,,,,,,,,
Reuters,Abdi Sheikh,"Islamist group al Shabaab attack Kenya base used by Kenyan, U.S. forces",Somalias al Shabaab militant group attacked on Sunday a military base in Kenya used by both US and Kenyan forces and published pictures of masked gunmen standing next to an aircraft in flames,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Canada says some troops in Iraq to be moved temporarily to Kuwait for safety,Some of Canadas five zero zero military personnel based in Iraq will be temporarily moved to Kuwait for safety reasons the countrys top military official said on Tuesday due to fears of possible retaliation there after a US drone strike on Irans top military comm,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Saudi Aramco raises IPO to record $29.4 billion by over-allotment of shares,State owned oil company Saudi Aramco said on Sunday it had exercised its greenshoe option to sell an additional four five zero million shares raising the size of its initial public offering IPO to a record two nine four billion,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Taiwan opposition candidate admits defeat in presidential election,Taiwan opposition candidate Han Kuo yu conceded defeat on Saturday in the islands presidential election offering his congratulations to President Tsai Ing wen for winning re election,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Taiwan President Tsai set to win re-election,Taiwan President Tsai Ing wen is set to win re election on Saturday with figures from the election commission showing her leading her main oppone nt by more than two million votes with more than eight six percent of votes counted,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Taiwan president tells China they will not give in to threats,Taiwan President Tsai Ing wen said on Saturday that she hopes China understands that democratic Taiwan will not concede to threats and intimidation and that the island will decide its own future,Neutral,-4,,,,,,,,,
Reuters,Yimou Lee,Taiwan president takes early lead in election closely watched by China,Taiwan President Tsai Ing wen took an early lead on Saturday in vote counting for a presidential election that will be closely watched by Beijing which claims the democratic island as its own in the shadow of anti government protests in Hong Kong,Neutral,-2,,,,,,,,,
Reuters,Yimou Lee,Taiwan president wins landslide victory in stark rebuke to China,Taiwanese re elected President Tsai Ing wen by a landslide on Saturday a stern rebuke to China which has tried both military threats and economic inducements to get the island to accept its rule and potentially ushering in further tension with Beijing,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Erdogan says talks between Turkish, Russian, Libyan delegations going well",Talks between Libyas warring parties in Moscow supported by Turkish and Russian officials are going positively President Tayyip Erdogan said on Monday adding that Ankara was working to ensure the truce became permanent,Neutral,-3,,,,,,,,,
Reuters,Ahmed Aboulenein,"Tens of thousands march in Baghdad to mourn Soleimani, others killed in U.S. air strike",Tens of thousands of people marched in Baghdad on Saturday to mourn Irans military commander Qassem Soleimani and Iraqi militia commander Abu Mahdi al Muhandis who were killed in a US air strike that has raised the specter of wider conflict in the Middle ,Neutral,-4,,,,,,,,,
Reuters,Reuters,Tesla gets court approval to clear forest for German Gigafactory,Tesla Inc TSLAO got approval from a German court on Thursday to continue to cut down forest near the capital Berlin to build its first European car and battery factory in a defeat for local environmental activists The court said in a statement it had rejected urgent applications to stop the land being cleared of trees from several environmental groups adding its ruling was final It had temporarily halted the tree felling earlier this month ,Neutral,-2,,,,,,,,,
Reuters,Chris Kahn,"Americans increasingly critical of Trump's record on Iran, most expect war: Reuters/Ipsos poll",The American public is increasingly critical of President Donald Trumps handling of Iran after he ordered the US military to kill a powerful Iranian military commander and a majority of US adults now expect the countries to be at war in the near future,Neutral,-3,,,,,,,,,
Reuters,Sonali Paul,"Koalas, wallabies endangered by Australia bushfires 'ecological disaster'",The Australian government committed A five zero million three four five eight million to an emergency wildlife recovery program on Monday calling the bushfires crisis engulfing the country an ecological disaster that threatens several species including koalas and rock wallab,Neutral,-3,,,,,,,,,
Reuters,Will Ziebell,"Australian government deploys army reservists, third navy ship to support firefighters",The Australian government said on Saturday that up to three zero zero zero army reservists would be deployed to help communities hit by spreading wildfires and a third navy ship had been readied to support evacuations from coastal towns,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,"Britain, France, Germany meet in Brussels for crisis Iran talks",The British French and German foreign ministers meet in Brussels on Tuesday to hold urgent talks over Iran as they prepare their reaction after Tehrans decision to scrap the nuclear enrichment limits under a two zero one five accord,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Authorities warn Australian bushfires developing their own weather systems,The bushfires ravaging Australia are generating so much heat that they are creating their own weather systems including dry lighting storms and fire tornadoes,Neutral,-2,,,,,,,,,
Reuters,Moira Warburton,'Empty chairs' across Canada’s academic community after Iran plane crash,The crash in Iran of a Ukrainian Airlines jet bound for Toronto killed dozens of professors and researchers from campuses across Canada leaving a painful hole in Canadian academia where Iranians have taken on starring roles in engineering,Neutral,-4,,,,,,,,,
Reuters,Tim Hepher,U.S.-Iran distrust looms over Tehran air crash investigation,The crash of a US built airliner in Iran with the loss of one seven six lives looks set to strain fragile international protocols on co operation in air disaster investigations at a time when the United States and Iran are mired in confrontation,Neutral,-3,,,,,,,,,
Reuters,Gul Yousafzai,Death toll in Pakistan mosque suicide bombing rises to 15,The death toll from a bombing at a mosque in the southwestern Pakistani city of Quetta rose to one five on Saturday officials said in an escalation of militant violence,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Prince Harry's decision is matter for royal household: PM Johnson's spokesman,The decision by Prince Harry and his wife Meghan to step back from their senior roles is a matter for the royal household a spokesman for British Prime Minister Boris Johnson said on Thursday,Neutral,-1,,,,,,,,,
Reuters,David Morgan,House poised to move Trump impeachment charges to Senate next week,The Democratic led US House of Representatives will send formal impeachment charges against President Donald Trump to the Senate as early as next week House Speaker Nancy Pelosi said on Friday setting the stage for his long awaited trial,Neutral,-2,,,,,,,,,
Reuters,David Morgan,Pelosi signals Trump impeachment charges may go to Senate next week,The Democratic led US House of Representatives will send formal impeachment charges against President Donald Trump to the Senate as early as next week House Speaker Nancy Pelosi said on Friday setting the stage for his long awaited trial,Neutral,-2,,,,,,,,,
Reuters,Herbert Lash,"Dollar, stocks slide on renewed Middle East tensions",The dollar fell and global equity markets backed down from fresh highs on Friday on troubling signs of renewed US Iranian tensions,Neutral,-3,,,,,,,,,
Reuters,Herbert Lash,"Dollar gains, oil slips as markets focus on Mideast",The dollar gained helped by better than expected data in the US non manufacturing sector and oil prices retreated on Tuesday as investors awaited developments in the US Iranian stand off in the Middle East,Neutral,-2,,,,,,,,,
Reuters,Herbert Lash,"Global stocks end 2019 near record highs, dollar slides",The dollar slid to a six month low on Tuesday as progress on US China trade tensions led investors to higher risk assets while a year end rally that pushed global equity markets to record highs petered out on the last trading day of two zero one nine ,Neutral,-3,,,,,,,,,
Reuters,Herbert Lash,"Global stocks surge as rally enters new year, dollar rebounds",The dollar snapped a four day losing streak on Thursday and global stock markets jumped at the start of two zero two zero as a shot of Chinese stimulus drove a gauge of world equity performance to a record high,Neutral,-3,,,,,,,,,
Reuters,Francois Murphy,Power imbalance in new Austrian coalition shows as deal is unveiled,The dominant position of Austrian conservatives led by Sebastian Kurz in their new governing alliance with the Greens was clear on Thursday as they presented a coalition deal heavy on law and order measures that will displease the Greens base,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Dutch government advises against all non-essential travel to Iran,The Dutch Foreign Ministry on Wednesday advised against all non essential travel to Iran amid rising tensions in the region and Iranian missile attacks against US bases in neighboring Iraq,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"France, Britain, Germany: Iran must refrain from violence and respect nuclear deal",The Ethree group of countries comprised of France Britain and Germany called on Iran to refrain from any violent action and urged Iran to go back to respecting arrangements laid out in the JCPOA two zero one five nuclear deal with world powers,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Carlos Ghosn says family played no role in escape from Japan: statement,The family of former Nissan boss Carlos Ghosn played no role in his escape from Japan Ghosn said in a statement on Thursday days after his abrupt arrival in Beirut from Tokyo where he faces trial for alleged financial misconduct,Neutral,-2,,,,,,,,,
Reuters,Keith Coffman,FAA probes clusters of mysterious drones flying over Colorado,The Federal Aviation Administration has launched an investigation into nighttime sightings of unidentified drone s flying in formation over rural northeastern Colorado and southwest Nebraska over the last two weeks the agency said on Tuesday,Neutral,-1,,,,,,,,,
Reuters,Ann Saphir,"Fed may need new approach to boost inflation, Daly says",The Federal Reserve could find itself fighting too low inflation for years to come San Francisco Federal Reserve President Mary Daly said on Friday and may need a new policy framework to lift inflation back up to the Feds two percent goal,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"Truth about Iran crash could not be hidden, says Ukraine's Zelenskiy",The findings by Ukrainian experts in Iran meant that the truth about the crash of a Ukrainian passenger plane could not be concealed President Volodymyr Zelenskiy said in a televised address on Saturday,Neutral,-1,,,,,,,,,
Reuters,Sonali Paul,First Australian bushfire evacuees land in Melbourne,The first of thousands of residents and vacatione rs stranded on a beach in southeastern Australia landed near Melbourne on Saturday morning after a two zero hour journey by ship relieved to escape terrifying smoke and fire,Neutral,-4,,,,,,,,,
Reuters,Vanessa Johnson,Can a video game save a life? African refugee puts players in his race for survival,The goal of Lual Mayens video game is to survive the horrific ordeal of a refugee an experience that his family knows well but the two five year old developers ambition is to change the world Mayen who was born as his family traveled two five zero miles four zero zero km to escape South Sudans second civil war hopes his game Salaam will give players a better understanding of what it means to be homeless hungry and on the run A lot of people dont understand the journey of a refugee said Mayen two five who and spent his first two two years in a refugee camp in northern Uganda before moving to the United States It was a journey of life and death he said recalling family stories about bomb attacks wild animals and how babies were abandone d by parents who could no longer care for them,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Factbox: Key film nominations for the 2020 Golden Globes,The Golden Globes for film and television organized by the Hollywood Foreign Press Association will be presented at a gala dinner hosted by British comedian Ricky Gervais in Beverly Hills California on Jan five ,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Factbox: Key television nominations for the 2020 Golden Globes,The Golden Globes for film and television organized by the Hollywood Foreign Press Association will be presented on Sunday at a gala dinner hosted by British comedian Ricky Gervais in Beverly Hills California,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Iran denies 'illogical rumors' about Ukrainian plane being hit by missile: ISNA,The head of Irans of Civil Aviation Organization on Thursday denied illogical rumors that a Ukrainian airliner that crashed near Tehran had been hit by a missile the semi official news agency ISNA reported,Neutral,-2,,,,,,,,,
Reuters,Tim Ahmann,Senate Republican eyes rule change to kick start Trump impeachment trial,The head of the US Senate Judiciary Committee said on Sunday he wants the Senate to launch an impeachment trial of President Donald Trump within days and wrap it up this month even if it means changing Senate rules,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Key Senate Republican wants to start Trump impeachment trial within days,The head of the US Senate Judiciary Committee said on Sunday he wants the Senate to launch an impeachment trial of President Donald Trump within days even if it means changing Senate rules so the chamber can move ahead without receiving articles of impeach,Neutral,-1,,,,,,,,,
Reuters,Howard Schneider,Majority of Americans favor wealth tax on very rich: Reuters/Ipsos poll,The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren an,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,Iran will respond 'proportionately' to U.S. killing of general: Zarif,The killing of a top Iranian general by the United States was an act of state terrorism and Iran will respond proportionately Iranian Foreign Minister Mohammad Javad Zarif said in an interview with CNN aired on Tuesday,Neutral,-3,,,,,,,,,
Reuters,Dan Whitcomb,Leader of U.S. border militia group pleads guilty to weapons charge,The leader of a small right wing militia accused of illegally detaining immigrants as they crossed the US border with Mexico pleaded guilty on Thursday to federal weapons charges prosecutors and a defense lawyer said,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Hanukkah stabbing suspect indicted in New York on six counts of attempted murder,The man accused of going on a stabbing rampage at the New York area home of a Hasidic rabbi during a Hanukkah celebration was indicted on Friday on six counts of attempted murder up from five counts the suspect was charged with previously,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Wanted: Weirdos and misfits - aide to UK's Johnson is hiring,The senior adviser to Prime Minister Boris Johnson who plotted Brexit and steered his boss to last months election triumph is on the lookout for weirdos and misfits with odd skills to help bring new ideas to Britains government,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,"Sistani's son welcomes Soleimani, Muhandis funeral in Najaf: Iraqi state TV",The son of Iraqs top Shi ite cleric was there to welcome the funeral procession for Iranian military commander Qassem Soleimani and Iraqi militia leader Abu Mahdi al Muhandis in the Shi ite holy city of Najaf state TV said on Saturday,Neutral,-1,,,,,,,,,
Reuters,Sruthi Shankar,"Energy, healthcare shares keep a lid on Wall Street, Iran concerns linger",The SP five zero zero and the Dow Jone s Industrial Average slipped on Tuesday led by losses in oil and healthcare stocks with investors nervously awaiting the latest in the US Iran standoff,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"S&P 500, Dow open slightly lower, chips support Nasdaq",The SP five zero zero and the Dow opened slightly lower on Tuesday dragged down by healthcare and energy stocks while the Nasdaq was supported by positive corporate updates from chipmakers,Neutral,-1,,,,,,,,,
Reuters,Sruthi Shankar,"S&P 500, Nasdaq hit record highs as U.S.-Iran escalation fears fade",The SP five zero zero and the Nasdaq hit record highs on Wednesday after President Donald Trump said there were no American casualties in the Iranian missile strikes and that Tehran appeared to be standing down sparking a relief rally in markets,Neutral,-1,,,,,,,,,
Reuters,"Hyonhee Shin, Ryan Woo",South Korea city deserted after coronavirus 'super-spreads' through church,The streets of South Koreas four th largest city were abandone d on Thursday with residents holed up indoors after dozens of people caught the new coronavirus in what authorities described as a super spreading event at a church he deserted shopping malls and cinemas of Daegu a city of two five million people became one of the most striking images outside China of an outbreak that international authorities are trying stop from becoming a global pandemic New research suggesting the virus is more contagious than previously thought added to the alarm And in China where the virus has killed more than two one zero zero people and infected nearly seven five zero zero zero officials changed their methodology for reporting infections creating new doubt about data they have cited as evidence their strategy is working ,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Trump does not have authority to go to war with Iran: Schumer,The top Democrat in the US Senate said on Friday that President Donald Trump does not have the authority to go to war with Iran without congressional authorization and said he should have consulted with top congressional leaders before the US killed a to,Neutral,-4,,,,,,,,,
Reuters,Daniel Wiessner,U.S. makes it harder to sue corporations over franchise wage law violations,The Trump administration has made it harder for employees of fast food restaurants or other big franchises to sue corporations when individual franchise owners violate wage laws a step that was a top priority for business groups,Neutral,-3,,,,,,,,,
Reuters,Matt Spetalnick,Exclusive: U.S. mulls sanctions against Venezuelan lawmakers over bid to seize congress - sources,The Trump administration is considering sanctions against some of the Venezuelan lawmakers who took part in a bid supported by President Nicolas Maduro to wrest control of the countrys congress from US backed opposition leader Juan Guaido according to two ,Neutral,-2,,,,,,,,,
Reuters,Andrew Chung,U.S. 'self-defense' argument for killing Soleimani meets skepticism,The Trump administration on Friday justified its killing of a top Iranian general as an act of self defense trying to deflect accusations that it violated international law and concerns raised by legal experts and a senior UN rights investigator,Neutral,-3,,,,,,,,,
Reuters,Chris Kirkham,"Trump administration restricts some e-cigarette flavors,",The Trump administration on Thursday announced a ban on some popular e cigarette flavors including fruit and mint to curb rising teenage use of vaping products allowing only menthol and tobacco flavors to remain on the market,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Turkish jet firm met Japan ambassador to offer help with Ghosn,The Turkish operator of private jets that ex Nissan chief Carlos Ghosn used to escape Japan said on Wednesday it met with the Japanese ambassador to Turkey and offered to collaborate with the authorities in that country over the incident,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,Ukrainian passenger plane shot by missile in Iran had not veered off its normal course: statement,The Ukrainian passenger plane shot down by a missile near Tehran had not veered off its normal course Irans Civil Aviation Organization said in a statement posted by the Tasnim news agency on Saturday,Neutral,-2,,,,,,,,,
